Area,Perimeter,Major axis length,Minor axis length,Aspect ratio,Eccentricity,Convex area,Equivalent diameter,Class
132399,1336,487,347,1.4,0.7,133434,411,2
132851,1369,512,333,1.54,0.76,134466,411,2
132889,1374,500,340,1.47,0.73,134325,411,2
133760,1370,481,355,1.36,0.68,135151,413,2
134012,1386,518,332,1.56,0.77,135500,413,2
134251,1392,524,328,1.6,0.78,135409,413,2
135222,1372,495,349,1.42,0.71,136192,415,2
135403,1382,523,332,1.58,0.77,137618,415,2
135898,1386,509,341,1.49,0.74,137538,416,2
137075,1433,527,334,1.58,0.77,139517,418,2
137115,1427,519,337,1.54,0.76,138970,418,2
137358,1365,508,345,1.47,0.73,138093,418,2
137518,1418,520,340,1.53,0.76,139153,418,2
137748,1390,499,353,1.41,0.71,138869,419,2
137890,1410,522,338,1.54,0.76,139207,419,2
138059,1460,541,334,1.62,0.79,143275,419,2
138114,1369,484,365,1.33,0.66,139491,419,2
138244,1396,511,347,1.47,0.73,139249,420,2
138265,1396,513,345,1.49,0.74,139739,420,2
138659,1415,510,348,1.47,0.73,139826,420,2
138777,1403,503,354,1.42,0.71,140144,420,2
138976,1404,509,352,1.45,0.72,140912,421,2
139523,1411,502,355,1.41,0.71,140892,421,2
139639,1379,474,377,1.26,0.61,140541,422,2
139686,1402,509,351,1.45,0.72,141092,422,2
139841,1430,525,341,1.54,0.76,141672,422,2
140313,1432,517,347,1.49,0.74,141966,423,2
140867,1414,500,360,1.39,0.69,142672,424,2
140964,1426,538,335,1.61,0.78,142173,424,2
141385,1429,526,344,1.53,0.76,143530,424,2
141519,1443,523,347,1.51,0.75,143783,424,2
141850,1433,525,347,1.51,0.75,143680,425,2
141953,1402,524,346,1.51,0.75,143704,425,2
142154,1378,502,362,1.39,0.69,143074,425,2
142238,1425,516,351,1.47,0.73,143764,426,2
142399,1430,525,347,1.51,0.75,143783,426,2
142592,1409,520,351,1.48,0.74,144325,426,2
143603,1405,516,356,1.45,0.72,145400,428,2
144058,1463,537,344,1.56,0.77,145734,428,2
144079,1462,535,346,1.54,0.76,146415,428,2
144083,1417,508,363,1.4,0.7,145241,428,2
144404,1445,526,351,1.5,0.75,145991,429,2
144458,1441,525,352,1.49,0.74,146010,429,2
144704,1443,545,339,1.61,0.78,145929,429,2
145163,1449,536,346,1.55,0.76,146814,430,2
145285,1441,525,353,1.49,0.74,146709,430,2
145339,1466,543,342,1.59,0.78,147256,430,2
145886,1439,539,346,1.56,0.77,147342,431,2
146007,1466,530,353,1.5,0.75,147648,431,2
146015,1455,540,346,1.56,0.77,147529,431,2
146153,1476,526,357,1.48,0.74,149267,431,2
146154,1460,540,347,1.56,0.77,148196,431,2
146328,1476,542,346,1.57,0.77,149274,432,2
146521,1478,528,358,1.48,0.74,150261,432,2
146618,1460,551,340,1.62,0.79,148342,432,2
146862,1423,534,353,1.52,0.75,148492,432,2
146976,1463,540,348,1.55,0.77,148762,433,2
147030,1444,533,352,1.51,0.75,148198,433,2
147044,1438,527,357,1.48,0.74,148317,433,2
147218,1459,531,354,1.5,0.75,148914,433,2
147288,1469,561,337,1.66,0.8,149204,433,2
147827,1452,541,350,1.55,0.76,148921,434,2
147930,1440,519,365,1.42,0.71,149429,434,2
148325,1455,550,345,1.59,0.78,149846,435,2
148827,1504,533,365,1.46,0.73,153846,435,2
148931,1403,496,383,1.3,0.64,149919,435,2
149231,1447,537,355,1.51,0.75,150684,436,2
149264,1502,581,329,1.76,0.82,151608,436,2
149462,1506,565,341,1.65,0.8,152402,436,2
149824,1454,533,360,1.48,0.74,151188,437,2
149941,1485,564,343,1.64,0.79,152636,437,2
150168,1475,548,351,1.56,0.77,151809,437,2
150169,1496,563,343,1.64,0.79,151971,437,2
150467,1474,526,367,1.43,0.72,152958,438,2
150648,1490,512,379,1.35,0.67,153091,438,2
150664,1500,582,332,1.75,0.82,152581,438,2
150738,1466,533,362,1.47,0.73,152131,438,2
151012,1489,557,350,1.59,0.78,153816,438,2
151014,1457,533,363,1.47,0.73,152434,438,2
151091,1464,536,362,1.48,0.74,153478,439,2
151590,1499,569,341,1.67,0.8,153708,439,2
151876,1469,541,359,1.51,0.75,153869,440,2
152063,1456,525,371,1.41,0.71,153860,440,2
152089,1490,553,353,1.57,0.77,154964,440,2
152533,1505,549,355,1.55,0.76,154915,441,2
152816,1456,537,366,1.47,0.73,154914,441,2
152869,1475,537,365,1.47,0.73,154271,441,2
152884,1470,523,374,1.4,0.7,154335,441,2
152952,1478,523,376,1.39,0.7,155498,441,2
153075,1457,522,375,1.39,0.7,154335,441,2
153237,1528,574,343,1.67,0.8,155159,442,2
153261,1457,542,362,1.5,0.74,154519,442,2
153287,1485,535,368,1.45,0.72,155347,442,2
153644,1507,559,354,1.58,0.77,157005,442,2
153885,1491,573,344,1.67,0.8,156047,443,2
153971,1477,543,363,1.5,0.74,155410,443,2
154029,1526,568,350,1.62,0.79,157183,443,2
154160,1479,540,365,1.48,0.74,155782,443,2
154364,1481,556,354,1.57,0.77,155283,443,2
154568,1481,527,375,1.4,0.7,156202,444,2
154706,1468,533,371,1.44,0.72,156085,444,2
154721,1476,539,368,1.47,0.73,155903,444,2
154727,1478,550,359,1.53,0.76,156062,444,2
154772,1500,572,347,1.65,0.79,156330,444,2
154875,1532,580,343,1.69,0.81,157383,444,2
155088,1485,527,376,1.4,0.7,156676,444,2
155247,1508,570,351,1.62,0.79,157360,445,2
155333,1492,564,352,1.6,0.78,156942,445,2
155439,1530,572,351,1.63,0.79,158204,445,2
155524,1524,560,360,1.55,0.77,159126,445,2
155913,1511,575,347,1.66,0.8,157587,446,2
155917,1507,554,362,1.53,0.76,158297,446,2
156041,1480,540,370,1.46,0.73,157801,446,2
156138,1493,545,366,1.49,0.74,157649,446,2
156182,1528,553,361,1.53,0.76,157988,446,2
156208,1462,519,385,1.35,0.67,157666,446,2
156250,1509,568,352,1.61,0.78,157716,446,2
156343,1507,556,360,1.54,0.76,158163,446,2
156513,1500,569,353,1.61,0.78,157878,446,2
156593,1479,556,360,1.54,0.76,157868,447,2
156645,1505,570,352,1.62,0.79,158624,447,2
156910,1480,542,371,1.46,0.73,158236,447,2
156974,1474,551,367,1.5,0.75,158564,447,2
157119,1483,530,379,1.4,0.7,158406,447,2
157128,1535,588,343,1.71,0.81,158837,447,2
157188,1515,587,343,1.71,0.81,158675,447,2
157309,1514,571,355,1.61,0.78,160099,448,2
157321,1562,587,346,1.7,0.81,160654,448,2
157579,1512,559,362,1.54,0.76,159950,448,2
157613,1471,516,390,1.32,0.66,158756,448,2
157916,1508,575,351,1.64,0.79,159638,448,2
158001,1493,553,365,1.51,0.75,159353,449,2
158083,1508,583,348,1.67,0.8,159942,449,2
158140,1565,537,378,1.42,0.71,160990,449,2
158438,1528,569,357,1.59,0.78,160009,449,2
158935,1504,547,373,1.47,0.73,160484,450,2
159048,1511,564,363,1.56,0.77,161042,450,2
159120,1528,582,352,1.66,0.8,161525,450,2
159200,1538,578,354,1.63,0.79,162095,450,2
159247,1522,550,370,1.49,0.74,161350,450,2
159369,1511,570,359,1.59,0.78,160867,450,2
159402,1508,530,384,1.38,0.69,161419,451,2
159596,1509,537,380,1.41,0.71,161161,451,2
159638,1502,562,364,1.54,0.76,161375,451,2
159689,1539,567,362,1.56,0.77,161935,451,2
159694,1512,569,359,1.59,0.78,160650,451,2
159806,1560,600,347,1.73,0.82,164335,451,2
160141,1532,560,367,1.53,0.76,162846,452,2
160250,1511,553,370,1.49,0.74,161847,452,2
160273,1550,599,344,1.74,0.82,163513,452,2
160359,1496,534,384,1.39,0.69,162102,452,2
160568,1505,543,380,1.43,0.71,162914,452,2
160641,1515,545,377,1.45,0.72,161945,452,2
160687,1514,580,356,1.63,0.79,162673,452,2
161008,1496,506,408,1.24,0.59,163019,453,2
161473,1556,605,343,1.76,0.82,163971,453,2
161534,1532,579,357,1.62,0.79,163293,454,2
161579,1503,559,369,1.51,0.75,162975,454,2
161603,1534,575,362,1.59,0.78,163875,454,2
162012,1528,589,354,1.67,0.8,163383,454,2
162019,1575,597,350,1.7,0.81,164165,454,2
162230,1486,543,382,1.42,0.71,163470,454,2
162310,1574,596,353,1.69,0.81,165976,455,2
162374,1558,581,357,1.63,0.79,164508,455,2
162493,1517,547,380,1.44,0.72,163687,455,2
162787,1571,603,347,1.74,0.82,165512,455,2
162820,1525,552,377,1.46,0.73,164278,455,2
162866,1518,572,364,1.57,0.77,164395,455,2
163117,1524,560,372,1.51,0.75,165192,456,2
163329,1542,582,361,1.61,0.78,165504,456,2
163401,1564,573,368,1.56,0.77,166883,456,2
163479,1560,607,344,1.76,0.82,165102,456,2
163558,1525,575,364,1.58,0.77,164798,456,2
163850,1526,559,377,1.48,0.74,166547,457,2
164103,1561,590,356,1.66,0.8,166245,457,2
164154,1533,589,357,1.65,0.8,165847,457,2
164201,1560,571,368,1.55,0.76,166229,457,2
164326,1532,576,366,1.57,0.77,165918,457,2
164455,1537,562,374,1.5,0.75,166145,458,2
164498,1591,617,345,1.79,0.83,168989,458,2
164571,1551,588,360,1.63,0.79,166960,458,2
164596,1551,584,361,1.62,0.79,166206,458,2
164670,1590,633,337,1.88,0.85,167485,458,2
164698,1547,570,369,1.54,0.76,166443,458,2
164719,1536,573,370,1.55,0.76,166293,458,2
164968,1551,576,367,1.57,0.77,166784,458,2
164981,1541,555,383,1.45,0.72,167564,458,2
164983,1531,573,370,1.55,0.76,167334,458,2
165004,1583,608,353,1.72,0.81,170614,458,2
165330,1540,575,369,1.56,0.77,167922,459,2
165366,1567,592,360,1.64,0.79,168206,459,2
165397,1539,571,370,1.54,0.76,166731,459,2
165817,1563,602,355,1.69,0.81,169163,459,2
165855,1539,578,368,1.57,0.77,167630,460,2
165950,1572,595,357,1.67,0.8,167660,460,2
166007,1524,569,374,1.52,0.75,167703,460,2
166208,1531,565,377,1.5,0.74,167540,460,2
166256,1577,598,360,1.66,0.8,169300,460,2
166265,1528,569,374,1.52,0.75,167521,460,2
166343,1555,584,365,1.6,0.78,168381,460,2
166458,1577,591,365,1.62,0.79,170734,460,2
166639,1587,582,367,1.58,0.78,170464,461,2
166654,1529,573,373,1.54,0.76,168540,461,2
166686,1563,601,356,1.69,0.81,168333,461,2
166757,1566,588,364,1.62,0.79,169717,461,2
166862,1545,580,369,1.57,0.77,168545,461,2
167124,1525,537,398,1.35,0.67,168590,461,2
167176,1594,615,351,1.75,0.82,169856,461,2
167321,1578,588,368,1.6,0.78,170889,462,2
167563,1560,577,373,1.55,0.76,169787,462,2
168165,1589,615,351,1.75,0.82,170374,463,2
168226,1568,567,384,1.48,0.74,171839,463,2
168313,1526,526,408,1.29,0.63,169751,463,2
168315,1605,633,345,1.83,0.84,171729,463,2
168344,1551,578,374,1.54,0.76,170623,463,2
168405,1547,584,370,1.58,0.77,170625,463,2
168514,1548,567,381,1.49,0.74,170385,463,2
168532,1539,574,377,1.52,0.75,169925,463,2
168684,1535,584,369,1.58,0.78,169806,463,2
168736,1556,577,373,1.55,0.76,169852,464,2
168744,1574,602,358,1.68,0.8,170252,464,2
168972,1605,616,354,1.74,0.82,171065,464,2
169004,1547,566,381,1.49,0.74,170517,464,2
169030,1571,587,368,1.59,0.78,170989,464,2
169095,1529,548,394,1.39,0.69,171300,464,2
169128,1572,603,361,1.67,0.8,171304,464,2
169165,1582,592,366,1.62,0.79,171119,464,2
169310,1543,577,377,1.53,0.76,171788,464,2
169361,1602,587,369,1.59,0.78,171156,464,2
169410,1567,573,380,1.51,0.75,172175,464,2
169553,1587,625,349,1.79,0.83,171550,465,2
169559,1576,591,368,1.61,0.78,172319,465,2
169969,1592,601,364,1.65,0.8,172267,465,2
170021,1556,583,374,1.56,0.77,171568,465,2
170067,1545,550,397,1.39,0.69,171795,465,2
170146,1600,611,358,1.71,0.81,173278,465,2
170186,1603,581,381,1.52,0.75,174345,465,2
170292,1551,585,373,1.57,0.77,171705,466,2
170598,1620,614,357,1.72,0.81,172462,466,2
170659,1556,572,382,1.5,0.75,172297,466,2
170711,1565,593,369,1.61,0.78,172417,466,2
170723,1599,621,353,1.76,0.82,172911,466,2
170889,1601,596,369,1.62,0.79,173595,466,2
171028,1553,564,388,1.45,0.73,172608,467,2
171035,1631,614,361,1.7,0.81,175736,467,2
171055,1551,582,377,1.54,0.76,172890,467,2
171116,1598,614,362,1.7,0.81,174786,467,2
171217,1599,602,363,1.66,0.8,173525,467,2
171230,1558,574,382,1.5,0.75,172843,467,2
171308,1592,603,363,1.66,0.8,173826,467,2
171423,1547,565,388,1.46,0.73,173027,467,2
171566,1555,575,382,1.51,0.75,173000,467,2
171620,1583,566,390,1.45,0.73,174696,467,2
171708,1535,552,397,1.39,0.69,172804,468,2
171799,1543,560,392,1.43,0.71,173474,468,2
171896,1565,563,392,1.44,0.72,173913,468,2
171914,1596,599,368,1.62,0.79,174673,468,2
171994,1534,568,387,1.47,0.73,173315,468,2
172005,1556,599,367,1.63,0.79,173578,468,2
172351,1589,601,368,1.64,0.79,173929,468,2
172359,1546,569,387,1.47,0.73,173829,468,2
172546,1575,597,371,1.61,0.78,174186,469,2
172746,1600,602,369,1.63,0.79,176302,469,2
172941,1635,643,348,1.85,0.84,175771,469,2
172967,1599,604,370,1.63,0.79,175602,469,2
173108,1591,573,389,1.47,0.73,175235,469,2
173366,1577,587,379,1.55,0.76,175139,470,2
173392,1608,620,358,1.73,0.82,175368,470,2
173520,1589,589,377,1.56,0.77,175941,470,2
173809,1558,568,391,1.45,0.72,175580,470,2
173967,1606,605,370,1.63,0.79,176528,471,2
174024,1563,581,383,1.52,0.75,175448,471,2
174090,1620,621,363,1.71,0.81,176752,471,2
174091,1588,585,383,1.53,0.76,176822,471,2
174325,1618,608,370,1.65,0.79,177123,471,2
174465,1578,607,368,1.65,0.8,176301,471,2
174621,1591,591,380,1.55,0.77,177034,472,2
174668,1618,632,357,1.77,0.83,178496,472,2
174927,1615,639,351,1.82,0.84,177314,472,2
175054,1620,608,370,1.64,0.79,177343,472,2
175144,1585,602,373,1.61,0.78,176889,472,2
175276,1596,609,369,1.65,0.8,177114,472,2
175387,1588,603,372,1.62,0.79,176888,473,2
175512,1607,602,374,1.61,0.78,177479,473,2
175545,1618,629,359,1.75,0.82,177735,473,2
175717,1586,594,380,1.56,0.77,178427,473,2
175738,1573,576,393,1.46,0.73,178091,473,2
175822,1592,606,374,1.62,0.79,178759,473,2
175965,1569,588,382,1.54,0.76,177068,473,2
176119,1613,612,370,1.66,0.8,177629,474,2
176276,1616,621,366,1.7,0.81,178364,474,2
176352,1626,589,386,1.52,0.75,180410,474,2
176478,1581,596,379,1.57,0.77,177909,474,2
176492,1593,588,384,1.53,0.76,178253,474,2
176521,1636,621,369,1.68,0.8,181196,474,2
176570,1601,610,370,1.65,0.8,178203,474,2
176818,1633,644,354,1.82,0.84,178964,474,2
176826,1633,640,355,1.8,0.83,179666,474,2
176920,1640,627,363,1.73,0.82,180242,475,2
176994,1648,620,368,1.69,0.81,179689,475,2
177711,1608,608,375,1.62,0.79,179829,476,2
177713,1616,601,379,1.58,0.78,180176,476,2
177893,1613,611,376,1.62,0.79,181791,476,2
177906,1637,628,365,1.72,0.81,180773,476,2
178043,1636,633,362,1.75,0.82,181333,476,2
178177,1610,593,385,1.54,0.76,181200,476,2
178200,1594,578,396,1.46,0.73,180886,476,2
178573,1635,620,373,1.66,0.8,183684,477,2
178603,1614,605,377,1.6,0.78,180147,477,2
178848,1644,651,352,1.85,0.84,180604,477,2
179122,1643,619,370,1.67,0.8,180813,478,2
179166,1593,584,393,1.49,0.74,181118,478,2
179180,1625,620,373,1.66,0.8,181677,478,2
179387,1618,622,370,1.68,0.8,181149,478,2
179474,1656,611,378,1.62,0.79,183984,478,2
179496,1606,595,386,1.54,0.76,181511,478,2
179725,1592,592,389,1.52,0.75,181562,478,2
179759,1664,637,363,1.76,0.82,182091,478,2
180012,1636,629,365,1.72,0.81,181815,479,2
180028,1631,626,371,1.68,0.8,183263,479,2
180089,1611,609,378,1.61,0.78,181809,479,2
180097,1629,605,382,1.58,0.78,182527,479,2
180261,1595,578,401,1.44,0.72,182710,479,2
180547,1650,659,352,1.87,0.85,182425,479,2
180805,1631,632,370,1.71,0.81,184775,480,2
180948,1578,572,404,1.41,0.71,182446,480,2
181020,1593,595,389,1.53,0.76,182766,480,2
181118,1654,632,370,1.71,0.81,185974,480,2
181168,1673,653,360,1.81,0.83,186215,480,2
181181,1601,576,403,1.43,0.71,183119,480,2
181460,1663,646,360,1.79,0.83,184707,481,2
181748,1602,588,396,1.48,0.74,183366,481,2
181822,1603,580,402,1.44,0.72,183395,481,2
181877,1597,597,390,1.53,0.76,183602,481,2
181985,1623,598,391,1.53,0.76,184037,481,2
181992,1639,643,364,1.77,0.82,184472,481,2
182090,1621,617,379,1.63,0.79,183882,482,2
182178,1656,636,368,1.73,0.82,183979,482,2
182361,1635,608,385,1.58,0.77,184578,482,2
182494,1653,614,387,1.59,0.78,189173,482,2
182755,1630,617,380,1.62,0.79,184677,482,2
182835,1612,573,409,1.4,0.7,184739,482,2
182940,1636,624,376,1.66,0.8,185434,483,2
182972,1641,587,399,1.47,0.73,185353,483,2
182976,1624,617,380,1.62,0.79,184527,483,2
183019,1642,625,376,1.66,0.8,184890,483,2
183093,1626,607,387,1.57,0.77,185169,483,2
183153,1627,609,385,1.58,0.77,185326,483,2
183243,1654,621,380,1.63,0.79,187180,483,2
183410,1636,614,384,1.6,0.78,185080,483,2
183422,1639,622,380,1.63,0.79,186364,483,2
183483,1670,634,375,1.69,0.81,187798,483,2
183612,1610,590,397,1.49,0.74,185076,484,2
183754,1631,626,376,1.66,0.8,185287,484,2
183825,1594,582,403,1.45,0.72,185116,484,2
183924,1623,631,373,1.69,0.81,185666,484,2
184018,1654,628,376,1.67,0.8,186286,484,2
184172,1633,633,374,1.69,0.81,186777,484,2
184245,1671,621,385,1.61,0.78,189905,484,2
184246,1642,647,365,1.77,0.83,186178,484,2
184259,1645,628,378,1.66,0.8,186648,484,2
184362,1653,616,385,1.6,0.78,187863,484,2
184398,1624,614,386,1.59,0.78,187032,485,2
184491,1656,619,383,1.61,0.79,187848,485,2
184715,1664,644,369,1.75,0.82,187214,485,2
184827,1607,600,393,1.52,0.75,186978,485,2
184936,1622,622,380,1.63,0.79,186576,485,2
185104,1608,589,403,1.46,0.73,187253,485,2
185149,1648,645,369,1.75,0.82,186539,486,2
185350,1642,605,393,1.54,0.76,187679,486,2
185677,1613,582,409,1.43,0.71,187533,486,2
185896,1653,618,388,1.59,0.78,187616,487,2
185950,1642,623,383,1.63,0.79,188551,487,2
186003,1660,633,374,1.69,0.81,187431,487,2
186103,1646,622,385,1.62,0.79,189236,487,2
186401,1757,672,360,1.87,0.84,191438,487,2
186431,1677,643,375,1.71,0.81,189926,487,2
186439,1663,628,383,1.64,0.79,188370,487,2
186509,1672,656,366,1.79,0.83,189519,487,2
186519,1621,583,411,1.42,0.71,188837,487,2
186542,1665,625,384,1.63,0.79,188989,487,2
186618,1641,610,392,1.56,0.77,188480,487,2
186765,1649,636,378,1.68,0.8,188680,488,2
187129,1601,576,416,1.38,0.69,189047,488,2
187588,1654,593,406,1.46,0.73,189950,489,2
187645,1653,631,381,1.65,0.8,189828,489,2
187761,1665,615,394,1.56,0.77,192202,489,2
187777,1674,638,377,1.69,0.81,190000,489,2
188247,1692,664,368,1.8,0.83,194252,490,2
188362,1658,640,378,1.69,0.81,191016,490,2
188557,1649,620,390,1.59,0.78,190364,490,2
188888,1655,630,385,1.64,0.79,191255,490,2
188980,1696,650,375,1.73,0.82,192822,491,2
189236,1659,617,394,1.56,0.77,191867,491,2
189378,1716,651,378,1.72,0.81,195616,491,2
189503,1677,651,373,1.74,0.82,191559,491,2
190062,1654,632,385,1.64,0.79,191654,492,2
190130,1653,632,385,1.64,0.79,191870,492,2
190239,1659,615,395,1.56,0.77,192195,492,2
190505,1694,648,376,1.72,0.81,192570,493,2
190600,1661,620,395,1.57,0.77,192978,493,2
190728,1696,666,369,1.81,0.83,192377,493,2
190919,1628,597,409,1.46,0.73,192563,493,2
191042,1678,629,389,1.62,0.79,193440,493,2
191093,1687,636,386,1.64,0.79,194125,493,2
191366,1682,643,383,1.68,0.8,193330,494,2
191369,1683,650,381,1.71,0.81,194562,494,2
191554,1683,635,386,1.65,0.79,193468,494,2
191584,1635,581,421,1.38,0.69,193466,494,2
191756,1699,660,373,1.77,0.82,193517,494,2
192018,1668,638,385,1.66,0.8,193459,494,2
192106,1680,605,407,1.49,0.74,194851,495,2
192239,1729,679,364,1.86,0.84,194337,495,2
192812,1679,655,378,1.73,0.82,194740,495,2
193432,1682,639,388,1.65,0.79,195899,496,2
193584,1693,637,391,1.63,0.79,197382,496,2
193700,1638,578,430,1.34,0.67,195583,497,2
194219,1695,640,392,1.63,0.79,197270,497,2
194330,1672,628,396,1.59,0.78,196056,497,2
195076,1672,630,397,1.59,0.78,196829,498,2
195106,1649,620,404,1.53,0.76,197343,498,2
195332,1692,625,402,1.55,0.77,198864,499,2
195455,1716,634,397,1.6,0.78,198403,499,2
196076,1692,641,393,1.63,0.79,199295,500,2
196157,1686,643,391,1.65,0.79,198513,500,2
196212,1747,683,370,1.85,0.84,199571,500,2
196264,1668,628,401,1.57,0.77,198006,500,2
196411,1687,655,384,1.7,0.81,197945,500,2
197245,1703,642,396,1.62,0.79,200777,501,2
197598,1688,642,395,1.62,0.79,199491,502,2
198209,1672,617,412,1.5,0.74,200587,502,2
198281,1725,651,392,1.66,0.8,201595,502,2
198323,1690,647,393,1.64,0.79,201273,503,2
198671,1687,623,410,1.52,0.75,201134,503,2
198796,1739,689,373,1.85,0.84,202308,503,2
198997,1717,654,392,1.67,0.8,201507,503,2
199021,1748,705,365,1.93,0.86,202063,503,2
199437,1708,635,404,1.57,0.77,201610,504,2
199669,1690,626,411,1.52,0.75,202954,504,2
199788,1750,686,376,1.83,0.84,202653,504,2
200116,1773,636,402,1.58,0.77,202634,505,2
200419,1716,651,395,1.65,0.8,202151,505,2
200662,1707,636,404,1.57,0.77,202914,505,2
200714,1689,612,421,1.46,0.73,203767,506,2
201447,1781,661,401,1.65,0.8,210441,506,2
201491,1672,611,422,1.45,0.72,203393,507,2
201946,1713,665,388,1.71,0.81,203438,507,2
202236,1685,634,409,1.55,0.76,203633,507,2
202280,1715,653,396,1.65,0.79,204687,507,2
202363,1710,628,413,1.52,0.75,204085,508,2
202626,1715,645,406,1.59,0.78,207843,508,2
203101,1734,650,402,1.62,0.79,206039,509,2
203179,1732,677,388,1.74,0.82,206073,509,2
203296,1717,628,417,1.51,0.75,205470,509,2
203536,1735,648,402,1.61,0.78,206049,509,2
203643,1719,649,402,1.62,0.79,206242,509,2
203657,1686,606,432,1.4,0.7,206515,509,2
203677,1728,663,394,1.68,0.8,205511,509,2
203686,1723,661,395,1.67,0.8,206087,509,2
203688,1738,676,389,1.74,0.82,207028,509,2
203793,1755,664,397,1.67,0.8,207056,509,2
204023,1700,622,422,1.47,0.73,207033,510,2
204413,1780,713,371,1.92,0.85,208732,510,2
204635,1706,635,413,1.54,0.76,206334,510,2
204774,1739,659,399,1.65,0.8,209024,511,2
205358,1738,654,404,1.62,0.79,207809,511,2
205476,1747,679,386,1.76,0.82,207384,511,2
205889,1779,688,384,1.79,0.83,208651,512,2
206303,1734,666,396,1.68,0.8,207854,513,2
206702,1735,664,402,1.65,0.8,209401,513,2
206979,1795,712,379,1.88,0.85,214037,513,2
207034,1754,666,400,1.66,0.8,209699,513,2
207561,1752,668,400,1.67,0.8,210438,514,2
207673,1755,659,405,1.63,0.79,210788,514,2
208477,1726,643,416,1.54,0.76,210800,515,2
208502,1770,674,401,1.68,0.8,212629,515,2
208936,1752,663,405,1.64,0.79,211979,516,2
210260,1739,649,418,1.55,0.76,213691,517,2
210910,1748,676,400,1.69,0.81,212898,518,2
211734,1777,680,400,1.7,0.81,213916,519,2
212510,1770,671,409,1.64,0.79,216642,520,2
213012,1753,638,427,1.49,0.74,215532,521,2
213022,1850,721,384,1.88,0.85,218065,521,2
213307,1786,665,415,1.6,0.78,219982,521,2
214138,1764,653,422,1.55,0.76,217249,522,2
214563,1765,659,418,1.58,0.77,217833,523,2
215005,1836,713,390,1.83,0.84,219894,523,2
215107,1772,680,407,1.67,0.8,217799,523,2
216075,1767,684,404,1.69,0.81,217769,525,2
217182,1812,704,397,1.77,0.83,220372,526,2
218077,1796,711,395,1.8,0.83,220398,527,2
218738,1811,682,412,1.66,0.8,223507,528,2
218983,1846,714,394,1.81,0.83,222086,528,2
221203,1792,689,412,1.67,0.8,224322,531,2
221428,1813,680,418,1.63,0.79,225247,531,2
222737,1848,722,397,1.82,0.84,225516,533,2
223035,1817,681,420,1.62,0.79,225889,533,2
223165,1828,669,428,1.56,0.77,226058,533,2
224267,1771,640,449,1.43,0.71,226132,534,2
225335,1802,677,429,1.58,0.77,228491,536,2
225405,1796,663,436,1.52,0.75,228671,536,2
226687,1840,721,406,1.78,0.83,231500,537,2
226806,1813,680,429,1.59,0.78,229994,537,2
230867,1815,672,441,1.52,0.75,233243,542,2
231066,1788,642,460,1.39,0.7,232903,542,2
233751,1849,707,424,1.67,0.8,237344,546,2
234898,1870,695,433,1.61,0.78,238265,547,2
237270,1922,738,413,1.79,0.83,240671,550,2
241322,1896,726,427,1.7,0.81,244319,554,2
248424,1885,715,446,1.6,0.78,251082,562,2
251432,1920,719,451,1.59,0.78,257425,566,2
254616,1985,739,447,1.65,0.8,263261,569,2
45504,793,295,196,1.51,0.75,45972,241,3
45666,790,275,212,1.3,0.64,46074,241,3
48373,825,314,198,1.58,0.78,49026,248,3
49245,823,301,208,1.45,0.72,49720,250,3
49882,892,357,180,1.99,0.86,51042,252,3
50954,866,330,198,1.66,0.8,51704,255,3
51643,856,308,214,1.44,0.72,52139,256,3
52448,882,337,199,1.69,0.81,53082,258,3
53609,893,355,193,1.83,0.84,54085,261,3
54076,894,343,203,1.69,0.81,55293,262,3
54137,905,356,195,1.82,0.84,54769,263,3
54343,868,304,228,1.33,0.66,54907,263,3
54680,900,354,198,1.78,0.83,55370,264,3
55501,898,346,207,1.67,0.8,56394,266,3
55544,924,358,198,1.8,0.83,56205,266,3
55549,915,348,205,1.7,0.81,56517,266,3
55608,919,348,205,1.7,0.81,56288,266,3
55722,898,319,225,1.42,0.71,56736,266,3
55938,910,347,206,1.69,0.81,56664,267,3
55972,897,342,209,1.64,0.79,56563,267,3
56270,920,374,194,1.93,0.85,57445,268,3
56376,921,351,205,1.71,0.81,57032,268,3
56627,923,356,203,1.75,0.82,57280,269,3
56675,898,345,210,1.64,0.79,57180,269,3
56679,911,356,205,1.74,0.82,57531,269,3
56834,910,342,212,1.61,0.78,57509,269,3
57017,904,350,211,1.66,0.8,58127,269,3
57017,903,355,205,1.73,0.82,57649,269,3
57391,921,363,204,1.78,0.83,58763,270,3
57549,930,363,205,1.77,0.83,58471,271,3
57617,902,344,214,1.61,0.78,58093,271,3
57786,917,332,225,1.48,0.74,59196,271,3
57853,931,359,207,1.73,0.82,58737,271,3
57862,951,372,202,1.84,0.84,59220,271,3
57907,915,361,207,1.74,0.82,58999,272,3
58094,922,350,213,1.64,0.79,58691,272,3
58102,908,335,224,1.5,0.74,58986,272,3
58252,950,363,208,1.75,0.82,59974,272,3
58634,930,352,215,1.64,0.79,59677,273,3
58740,943,371,204,1.82,0.83,59701,273,3
58822,943,368,207,1.78,0.83,60179,274,3
58877,965,377,202,1.86,0.84,60278,274,3
58961,937,363,208,1.74,0.82,59576,274,3
59039,930,350,217,1.61,0.78,60458,274,3
59041,932,360,211,1.7,0.81,60026,274,3
59183,935,354,215,1.65,0.79,59939,275,3
59208,958,372,204,1.82,0.84,60037,275,3
