Area,Perimeter,Major axis length,Minor axis length,Aspect ratio,Eccentricity,Convex area,Equivalent diameter,Class
40906,733,258,202,1.28,0.62,41246,228,SEKER
40923,738,258,203,1.27,0.62,41374,228,SEKER
40953,732,258,203,1.27,0.62,41258,228,SEKER
40956,733,262,199,1.32,0.65,41274,228,SEKER
40958,739,246,213,1.16,0.5,41400,228,SEKER
40962,728,256,204,1.25,0.6,41237,228,SEKER
40964,736,246,212,1.16,0.51,41354,228,SEKER
40965,745,255,204,1.25,0.6,41428,228,SEKER
40973,783,268,195,1.37,0.69,41510,228,SEKER
40983,723,242,216,1.12,0.46,41281,228,SEKER
40988,730,248,210,1.18,0.53,41396,228,SEKER
41022,729,254,206,1.23,0.58,41344,229,SEKER
41031,751,268,195,1.38,0.69,41508,229,SEKER
41033,731,250,209,1.19,0.55,41380,229,SEKER
41034,743,272,192,1.42,0.71,41427,229,SEKER
41038,731,253,207,1.23,0.58,41382,229,SEKER
41044,742,276,190,1.45,0.73,41325,229,SEKER
41059,737,267,197,1.36,0.68,41387,229,SEKER
41068,728,233,224,1.04,0.28,41392,229,SEKER
41084,735,255,205,1.25,0.6,41440,229,SEKER
41087,736,254,206,1.24,0.59,41518,229,SEKER
41088,739,251,208,1.21,0.56,41488,229,SEKER
41091,739,257,204,1.26,0.61,41504,229,SEKER
41117,734,249,211,1.18,0.53,41527,229,SEKER
41126,746,269,195,1.38,0.69,41581,229,SEKER
41138,736,247,212,1.17,0.52,41560,229,SEKER
41152,733,258,203,1.27,0.62,41470,229,SEKER
41158,729,253,207,1.22,0.58,41456,229,SEKER
41169,742,270,194,1.39,0.7,41553,229,SEKER
41182,732,259,202,1.28,0.63,41483,229,SEKER
41189,734,249,211,1.19,0.54,41569,229,SEKER
41193,736,262,201,1.3,0.64,41524,229,SEKER
41197,854,251,210,1.19,0.55,42508,229,SEKER
41202,738,256,206,1.24,0.6,41593,229,SEKER
41221,740,250,210,1.19,0.54,41665,229,SEKER
41222,749,255,206,1.23,0.59,41791,229,SEKER
41226,739,266,198,1.34,0.67,41595,229,SEKER
41226,770,264,199,1.33,0.66,41931,229,SEKER
41229,744,271,194,1.39,0.7,41609,229,SEKER
41243,741,255,206,1.24,0.59,41604,229,SEKER
41251,743,251,210,1.19,0.55,41836,229,SEKER
41256,737,260,202,1.29,0.63,41620,229,SEKER
41262,738,268,197,1.36,0.68,41576,229,SEKER
41265,733,256,206,1.24,0.59,41606,229,SEKER
41267,740,243,216,1.13,0.46,41734,229,SEKER
41271,743,263,200,1.31,0.65,41698,229,SEKER
41274,734,258,204,1.27,0.61,41601,229,SEKER
41276,744,267,197,1.35,0.67,41632,229,SEKER
41283,738,265,199,1.34,0.66,41610,229,SEKER
41285,743,261,201,1.3,0.64,41729,229,SEKER
41288,749,263,200,1.32,0.65,41682,229,SEKER
41301,755,278,189,1.47,0.73,41711,229,SEKER
41301,743,257,205,1.25,0.6,41673,229,SEKER
41322,739,263,200,1.31,0.65,41624,229,SEKER
41323,795,262,201,1.3,0.64,42072,229,SEKER
41323,763,264,200,1.32,0.65,41984,229,SEKER
41323,737,252,209,1.21,0.56,41692,229,SEKER
41324,734,262,201,1.3,0.64,41613,229,SEKER
41326,743,274,193,1.42,0.71,41701,229,SEKER
41330,743,270,195,1.39,0.69,41643,229,SEKER
41332,740,266,198,1.35,0.67,41673,229,SEKER
41333,732,247,214,1.16,0.5,41715,229,SEKER
41334,735,261,202,1.3,0.64,41654,229,SEKER
41341,739,255,207,1.24,0.59,41732,229,SEKER
41346,741,236,223,1.06,0.33,41779,229,SEKER
41349,865,262,202,1.3,0.64,42172,229,SEKER
41354,746,268,197,1.36,0.68,41832,229,SEKER
41355,731,256,206,1.24,0.59,41621,229,SEKER
41355,735,259,204,1.27,0.62,41643,229,SEKER
41360,755,258,205,1.26,0.61,41893,229,SEKER
41365,738,247,213,1.16,0.5,41732,229,SEKER
41376,734,261,202,1.29,0.63,41678,230,SEKER
41378,740,262,201,1.3,0.64,41663,230,SEKER
41386,736,251,211,1.19,0.54,41768,230,SEKER
41388,750,264,200,1.32,0.65,41822,230,SEKER
41389,739,257,205,1.25,0.6,41854,230,SEKER
41390,736,240,220,1.09,0.4,41819,230,SEKER
41393,737,258,205,1.26,0.61,41782,230,SEKER
41398,742,259,204,1.27,0.62,41802,230,SEKER
41423,738,267,198,1.35,0.67,41677,230,SEKER
41433,750,261,203,1.29,0.63,42055,230,SEKER
41435,738,260,203,1.28,0.63,41767,230,SEKER
41439,740,255,208,1.23,0.58,41835,230,SEKER
41447,732,243,217,1.12,0.45,41752,230,SEKER
41454,740,264,200,1.32,0.65,41778,230,SEKER
41456,731,256,207,1.24,0.59,41733,230,SEKER
41461,738,259,204,1.27,0.62,41857,230,SEKER
41466,734,260,204,1.28,0.62,41747,230,SEKER
41493,737,251,211,1.19,0.54,41887,230,SEKER
41496,734,251,210,1.19,0.55,41823,230,SEKER
41505,735,255,207,1.23,0.58,41835,230,SEKER
41506,732,254,208,1.22,0.57,41795,230,SEKER
41528,733,255,208,1.23,0.58,41852,230,SEKER
41536,734,256,207,1.23,0.59,41861,230,SEKER
41536,743,261,203,1.29,0.63,41893,230,SEKER
41546,735,252,210,1.2,0.55,41893,230,SEKER
41567,740,242,219,1.1,0.42,42016,230,SEKER
41569,737,260,204,1.28,0.62,41847,230,SEKER
41574,750,269,197,1.37,0.68,42006,230,SEKER
41586,745,262,202,1.3,0.64,42002,230,SEKER
41595,748,270,197,1.37,0.68,42004,230,SEKER
41607,756,289,184,1.57,0.77,41983,230,SEKER
41616,749,257,207,1.24,0.59,42085,230,SEKER
41619,741,261,203,1.28,0.63,41975,230,SEKER
41619,813,275,194,1.42,0.71,42244,230,SEKER
41620,735,253,209,1.21,0.56,41952,230,SEKER
41626,741,265,200,1.33,0.66,41933,230,SEKER
41629,743,262,203,1.29,0.64,42053,230,SEKER
41636,743,253,210,1.2,0.56,42000,230,SEKER
41638,738,256,207,1.24,0.59,41948,230,SEKER
41641,743,255,209,1.22,0.57,42028,230,SEKER
41645,742,258,206,1.25,0.6,41965,230,SEKER
41646,741,260,204,1.28,0.62,42046,230,SEKER
41673,740,251,212,1.19,0.54,42010,230,SEKER
41723,741,261,204,1.28,0.63,42061,230,SEKER
41728,778,282,189,1.49,0.74,42280,230,SEKER
41735,736,258,206,1.25,0.6,42050,231,SEKER
41761,759,250,213,1.17,0.52,42283,231,SEKER
41768,735,248,214,1.16,0.5,42091,231,SEKER
41780,744,257,207,1.24,0.59,42194,231,SEKER
41781,737,258,207,1.25,0.6,42107,231,SEKER
41786,742,254,210,1.21,0.56,42121,231,SEKER
41798,745,259,206,1.26,0.61,42168,231,SEKER
41827,739,255,209,1.22,0.57,42226,231,SEKER
41836,758,272,196,1.39,0.69,42304,231,SEKER
41863,755,265,202,1.31,0.65,42324,231,SEKER
41864,740,254,211,1.2,0.56,42166,231,SEKER
41869,741,256,208,1.23,0.58,42231,231,SEKER
41869,754,268,199,1.34,0.67,42316,231,SEKER
41874,757,251,213,1.18,0.53,42388,231,SEKER
41884,748,268,199,1.34,0.67,42242,231,SEKER
41898,732,237,226,1.05,0.3,42223,231,SEKER
41913,745,270,198,1.36,0.68,42269,231,SEKER
41915,744,248,216,1.15,0.49,42296,231,SEKER
41918,750,280,191,1.47,0.73,42224,231,SEKER
41923,731,251,213,1.18,0.53,42167,231,SEKER
41924,741,267,200,1.33,0.66,42225,231,SEKER
41929,743,264,203,1.3,0.64,42257,231,SEKER
41930,753,273,196,1.4,0.7,42323,231,SEKER
41931,747,262,204,1.28,0.62,42345,231,SEKER
41942,749,257,208,1.24,0.59,42395,231,SEKER
41949,744,268,200,1.34,0.67,42263,231,SEKER
41974,755,285,188,1.52,0.75,42324,231,SEKER
41980,734,253,211,1.2,0.55,42277,231,SEKER
41986,745,262,205,1.28,0.62,42345,231,SEKER
41998,743,252,212,1.19,0.54,42377,231,SEKER
42008,738,248,216,1.15,0.5,42361,231,SEKER
42013,735,248,216,1.15,0.5,42301,231,SEKER
42018,742,253,212,1.19,0.55,42387,231,SEKER
42024,735,251,214,1.17,0.52,42312,231,SEKER
42027,742,262,205,1.28,0.62,42388,231,SEKER
42030,745,257,209,1.23,0.58,42433,231,SEKER
42033,746,263,204,1.29,0.63,42415,231,SEKER
42041,761,274,195,1.4,0.7,42564,231,SEKER
42050,776,266,202,1.32,0.65,42638,231,SEKER
42051,756,263,204,1.29,0.63,42564,231,SEKER
42054,750,262,204,1.28,0.63,42405,231,SEKER
42057,752,257,209,1.23,0.58,42501,231,SEKER
42066,762,269,200,1.34,0.67,42525,231,SEKER
42073,754,257,209,1.23,0.59,42548,231,SEKER
42078,751,277,194,1.43,0.72,42434,231,SEKER
42083,747,251,214,1.17,0.52,42492,231,SEKER
42094,744,267,201,1.33,0.66,42455,232,SEKER
42101,762,273,197,1.38,0.69,42573,232,SEKER
42120,743,255,211,1.21,0.56,42479,232,SEKER
42122,749,251,214,1.17,0.52,42516,232,SEKER
42142,741,261,206,1.26,0.61,42438,232,SEKER
42143,746,269,200,1.34,0.67,42468,232,SEKER
42156,747,253,213,1.19,0.54,42571,232,SEKER
42158,762,273,197,1.39,0.69,42624,232,SEKER
42160,752,276,195,1.42,0.71,42462,232,SEKER
42173,759,249,217,1.15,0.49,42736,232,SEKER
42173,742,260,207,1.25,0.6,42526,232,SEKER
42174,754,249,216,1.15,0.49,42734,232,SEKER
42175,743,253,213,1.19,0.54,42638,232,SEKER
42177,751,272,198,1.38,0.69,42504,232,SEKER
42178,747,271,198,1.37,0.68,42484,232,SEKER
42179,739,253,212,1.2,0.55,42529,232,SEKER
42192,758,245,219,1.12,0.45,42784,232,SEKER
42202,749,255,211,1.21,0.56,42655,232,SEKER
42209,749,262,205,1.28,0.62,42613,232,SEKER
42210,747,269,200,1.34,0.67,42536,232,SEKER
42218,741,249,216,1.16,0.5,42547,232,SEKER
42219,741,263,205,1.29,0.63,42512,232,SEKER
42223,737,251,215,1.17,0.51,42491,232,SEKER
42230,759,282,191,1.48,0.74,42626,232,SEKER
42247,744,266,203,1.31,0.65,42535,232,SEKER
42248,739,257,209,1.23,0.58,42578,232,SEKER
42277,744,269,200,1.35,0.67,42559,232,SEKER
42280,746,261,206,1.27,0.61,42627,232,SEKER
42297,741,250,216,1.16,0.51,42628,232,SEKER
42297,756,266,202,1.32,0.65,42716,232,SEKER
42301,744,255,211,1.21,0.56,42647,232,SEKER
42302,749,263,205,1.28,0.63,42695,232,SEKER
42307,742,262,206,1.27,0.62,42592,232,SEKER
42312,751,257,210,1.22,0.57,42692,232,SEKER
42315,759,255,211,1.21,0.56,42847,232,SEKER
42315,744,257,210,1.22,0.58,42644,232,SEKER
42320,750,258,210,1.23,0.58,42728,232,SEKER
42324,745,254,213,1.19,0.54,42666,232,SEKER
42338,744,259,209,1.24,0.59,42717,232,SEKER
42339,741,260,207,1.26,0.6,42676,232,SEKER
42365,746,265,205,1.29,0.63,42728,232,SEKER
42370,754,260,208,1.25,0.6,42766,232,SEKER
42379,760,251,215,1.17,0.51,42840,232,SEKER
42412,752,247,219,1.13,0.46,42848,232,SEKER
42435,758,267,203,1.32,0.65,42788,232,SEKER
42453,743,258,210,1.23,0.59,42776,232,SEKER
42455,739,251,215,1.17,0.52,42756,232,SEKER
42461,748,266,203,1.31,0.64,42808,233,SEKER
42468,754,261,207,1.26,0.61,42937,233,SEKER
42492,748,268,202,1.33,0.66,42859,233,SEKER
42502,759,265,205,1.29,0.63,42908,233,SEKER
42506,749,259,209,1.24,0.59,42916,233,SEKER
42515,764,237,229,1.04,0.26,43038,233,SEKER
42516,758,279,194,1.44,0.72,42878,233,SEKER
42528,747,259,209,1.24,0.59,42883,233,SEKER
42535,743,262,207,1.26,0.61,42835,233,SEKER
42567,751,263,207,1.27,0.61,42989,233,SEKER
42586,746,247,219,1.13,0.46,42974,233,SEKER
42590,756,277,196,1.41,0.71,42922,233,SEKER
42615,749,272,200,1.36,0.68,42914,233,SEKER
42616,748,258,211,1.22,0.58,42976,233,SEKER
42627,747,254,214,1.18,0.53,42968,233,SEKER
42633,755,260,210,1.24,0.59,43078,233,SEKER
42642,754,259,210,1.23,0.59,43052,233,SEKER
42642,766,270,202,1.34,0.66,43139,233,SEKER
42651,756,271,201,1.35,0.67,43001,233,SEKER
42659,750,251,217,1.16,0.5,43069,233,SEKER
42659,761,268,203,1.32,0.65,43075,233,SEKER
42670,745,261,208,1.26,0.61,42964,233,SEKER
42687,753,265,205,1.29,0.63,43021,233,SEKER
42697,759,272,200,1.35,0.67,43083,233,SEKER
42703,746,257,212,1.22,0.57,43082,233,SEKER
42708,751,269,202,1.33,0.66,43057,233,SEKER
42713,831,272,201,1.35,0.67,43271,233,SEKER
42714,751,266,204,1.3,0.64,43016,233,SEKER
42715,757,257,212,1.21,0.57,43190,233,SEKER
42719,744,259,211,1.23,0.58,43060,233,SEKER
42730,748,261,209,1.25,0.6,43110,233,SEKER
42741,761,275,198,1.39,0.69,43261,233,SEKER
42743,772,269,203,1.33,0.66,43327,233,SEKER
42743,749,265,205,1.29,0.63,43104,233,SEKER
42745,757,252,216,1.17,0.52,43206,233,SEKER
42749,745,258,212,1.22,0.57,43052,233,SEKER
42764,753,265,206,1.29,0.63,43159,233,SEKER
42767,763,250,218,1.15,0.49,43298,233,SEKER
42772,754,269,203,1.33,0.66,43098,233,SEKER
42779,747,264,206,1.28,0.63,43102,233,SEKER
42794,746,260,210,1.23,0.59,43098,233,SEKER
42805,760,280,195,1.44,0.72,43198,233,SEKER
42811,753,267,205,1.3,0.64,43170,233,SEKER
42820,750,265,206,1.29,0.63,43166,233,SEKER
42824,748,267,204,1.31,0.64,43142,234,SEKER
42836,755,272,201,1.36,0.68,43192,234,SEKER
42846,749,269,203,1.32,0.66,43131,234,SEKER
42863,743,259,211,1.23,0.58,43143,234,SEKER
42883,752,259,211,1.22,0.58,43202,234,SEKER
42888,751,253,216,1.17,0.52,43254,234,SEKER
42911,764,286,191,1.49,0.74,43321,234,SEKER
42927,751,261,210,1.24,0.59,43276,234,SEKER
42932,751,270,202,1.34,0.66,43263,234,SEKER
42946,751,259,212,1.22,0.57,43341,234,SEKER
42974,755,253,216,1.17,0.52,43417,234,SEKER
42998,748,258,212,1.22,0.57,43376,234,SEKER
43027,775,244,225,1.09,0.39,43738,234,SEKER
43033,747,260,212,1.23,0.58,43303,234,SEKER
43059,766,273,201,1.36,0.68,43472,234,SEKER
43061,773,290,189,1.54,0.76,43491,234,SEKER
43066,762,276,198,1.39,0.7,43430,234,SEKER
43113,753,261,211,1.24,0.59,43517,234,SEKER
43113,746,251,219,1.15,0.49,43461,234,SEKER
43125,755,265,207,1.28,0.63,43467,234,SEKER
43132,746,258,213,1.21,0.56,43433,234,SEKER
43144,766,258,213,1.21,0.56,43652,234,SEKER
43157,750,261,211,1.24,0.59,43478,234,SEKER
43165,755,272,203,1.34,0.67,43482,234,SEKER
43181,756,261,211,1.24,0.59,43561,234,SEKER
43196,751,257,215,1.2,0.55,43547,235,SEKER
43204,781,263,210,1.25,0.6,44006,235,SEKER
43209,756,268,206,1.31,0.64,43543,235,SEKER
43220,748,252,219,1.15,0.5,43537,235,SEKER
43231,750,264,209,1.26,0.61,43567,235,SEKER
43236,752,253,218,1.16,0.5,43630,235,SEKER
43238,755,268,206,1.3,0.64,43630,235,SEKER
43242,754,256,215,1.19,0.54,43702,235,SEKER
43250,748,259,213,1.21,0.57,43565,235,SEKER
43287,755,260,212,1.23,0.58,43653,235,SEKER
43289,752,263,209,1.26,0.61,43618,235,SEKER
43290,751,253,218,1.16,0.5,43615,235,SEKER
43303,763,265,208,1.27,0.62,43727,235,SEKER
43305,779,255,216,1.18,0.53,43833,235,SEKER
43329,755,265,208,1.27,0.62,43707,235,SEKER
43334,752,263,210,1.26,0.61,43677,235,SEKER
43357,762,264,209,1.26,0.61,43842,235,SEKER
43362,751,263,210,1.25,0.6,43682,235,SEKER
43373,769,280,197,1.42,0.71,43813,235,SEKER
43373,762,282,196,1.44,0.72,43690,235,SEKER
43379,757,275,201,1.37,0.68,43734,235,SEKER
43402,767,268,207,1.29,0.63,43872,235,SEKER
43407,767,267,207,1.29,0.63,43864,235,SEKER
43413,756,257,216,1.19,0.54,43828,235,SEKER
43434,768,269,205,1.31,0.65,43900,235,SEKER
43435,757,261,212,1.23,0.58,43926,235,SEKER
43460,753,263,211,1.24,0.59,43812,235,SEKER
43479,751,256,216,1.18,0.54,43875,235,SEKER
43483,751,250,222,1.13,0.46,43837,235,SEKER
43485,758,266,209,1.27,0.62,43876,235,SEKER
43504,760,246,225,1.09,0.4,43929,235,SEKER
43520,760,271,205,1.32,0.66,43900,235,SEKER
43524,764,284,196,1.45,0.72,43869,235,SEKER
43525,762,283,196,1.44,0.72,43861,235,SEKER
43567,754,263,211,1.24,0.59,43956,236,SEKER
43616,752,263,212,1.24,0.59,43970,236,SEKER
43625,782,282,197,1.43,0.72,44149,236,SEKER
43626,761,264,210,1.26,0.61,44036,236,SEKER
43634,772,257,216,1.19,0.54,44106,236,SEKER
43638,768,268,208,1.29,0.63,44135,236,SEKER
43650,770,270,206,1.31,0.64,44071,236,SEKER
43655,762,260,214,1.21,0.56,44077,236,SEKER
43657,761,261,213,1.23,0.58,44058,236,SEKER
43658,776,266,209,1.27,0.62,44291,236,SEKER
43661,755,260,214,1.21,0.56,44011,236,SEKER
43662,767,264,211,1.25,0.6,44131,236,SEKER
43665,764,274,203,1.35,0.67,44090,236,SEKER
43670,765,269,207,1.3,0.64,44057,236,SEKER
43672,756,263,212,1.24,0.59,44007,236,SEKER
43672,755,255,218,1.17,0.52,44066,236,SEKER
43678,767,266,210,1.27,0.62,44143,236,SEKER
43683,755,257,217,1.19,0.54,44054,236,SEKER
43685,765,260,214,1.22,0.57,44142,236,SEKER
43688,764,263,211,1.24,0.6,44089,236,SEKER
43690,755,265,210,1.26,0.61,44039,236,SEKER
43691,758,254,219,1.16,0.5,44127,236,SEKER
43701,770,276,201,1.37,0.68,44144,236,SEKER
43712,759,261,214,1.22,0.57,44059,236,SEKER
43713,760,275,203,1.35,0.67,44048,236,SEKER
43741,756,261,214,1.22,0.57,44085,236,SEKER
43752,771,284,197,1.44,0.72,44112,236,SEKER
43753,783,270,207,1.3,0.64,44377,236,SEKER
43780,771,273,204,1.34,0.66,44206,236,SEKER
43791,759,274,204,1.35,0.67,44075,236,SEKER
43796,767,276,202,1.37,0.68,44236,236,SEKER
43805,774,294,190,1.54,0.76,44195,236,SEKER
43824,756,264,212,1.25,0.6,44183,236,SEKER
43828,762,269,208,1.29,0.63,44224,236,SEKER
43832,754,256,219,1.17,0.52,44167,236,SEKER
43833,765,274,204,1.34,0.66,44246,236,SEKER
43865,763,276,203,1.36,0.68,44217,236,SEKER
43879,765,269,208,1.29,0.63,44259,236,SEKER
43880,758,276,203,1.36,0.68,44179,236,SEKER
43880,756,256,219,1.17,0.52,44263,236,SEKER
43912,761,264,212,1.25,0.6,44312,236,SEKER
43917,759,254,221,1.15,0.49,44382,236,SEKER
43917,762,267,210,1.27,0.62,44291,236,SEKER
43919,813,276,203,1.36,0.68,44428,236,SEKER
43928,762,262,214,1.23,0.58,44320,236,SEKER
43935,766,256,218,1.17,0.52,44370,237,SEKER
43946,769,273,206,1.33,0.66,44592,237,SEKER
43947,766,266,211,1.26,0.61,44397,237,SEKER
43949,764,278,201,1.38,0.69,44246,237,SEKER
43951,760,263,214,1.23,0.58,44326,237,SEKER
43964,795,267,210,1.27,0.62,44557,237,SEKER
43968,764,262,214,1.22,0.57,44429,237,SEKER
43983,775,283,198,1.43,0.71,44363,237,SEKER
44019,762,277,202,1.37,0.68,44351,237,SEKER
44028,769,275,205,1.34,0.67,44445,237,SEKER
44042,774,267,210,1.27,0.62,44538,237,SEKER
44048,763,271,207,1.31,0.64,44378,237,SEKER
44058,778,271,207,1.31,0.65,44518,237,SEKER
44113,754,259,217,1.19,0.54,44436,237,SEKER
44141,765,272,207,1.31,0.65,44515,237,SEKER
44146,771,278,203,1.37,0.68,44560,237,SEKER
44163,774,271,208,1.3,0.64,44646,237,SEKER
44165,771,264,213,1.24,0.59,44603,237,SEKER
44192,770,276,204,1.35,0.67,44586,237,SEKER
44197,778,268,210,1.27,0.62,44681,237,SEKER
44212,769,268,210,1.28,0.62,44579,237,SEKER
44213,848,280,204,1.37,0.68,45752,237,SEKER
44220,782,264,213,1.24,0.59,44842,237,SEKER
44258,772,277,204,1.36,0.68,44680,237,SEKER
44290,764,266,212,1.25,0.6,44661,237,SEKER
44290,777,276,205,1.35,0.67,44739,237,SEKER
44305,761,271,208,1.3,0.64,44628,238,SEKER
44344,772,264,214,1.23,0.58,44806,238,SEKER
44351,770,268,211,1.27,0.62,44773,238,SEKER
44353,759,256,220,1.16,0.51,44767,238,SEKER
44358,758,260,217,1.2,0.55,44677,238,SEKER
44369,780,272,208,1.31,0.65,44967,238,SEKER
44370,761,258,219,1.18,0.53,44732,238,SEKER
44385,769,256,221,1.15,0.5,44875,238,SEKER
44409,759,269,211,1.28,0.62,44698,238,SEKER
44417,770,278,204,1.36,0.68,44833,238,SEKER
44417,765,275,206,1.33,0.66,44758,238,SEKER
44421,789,260,218,1.19,0.54,45157,238,SEKER
44429,759,264,214,1.23,0.58,44767,238,SEKER
44429,752,248,228,1.09,0.4,44704,238,SEKER
44436,773,270,210,1.29,0.63,44893,238,SEKER
44442,767,263,215,1.22,0.58,44827,238,SEKER
44459,759,257,221,1.17,0.51,44768,238,SEKER
44460,775,264,215,1.23,0.58,44927,238,SEKER
44466,760,269,210,1.28,0.63,44807,238,SEKER
44478,772,260,219,1.19,0.54,44910,238,SEKER
44484,770,269,211,1.28,0.62,44848,238,SEKER
44487,761,264,215,1.23,0.58,44806,238,SEKER
44495,764,263,216,1.22,0.57,44839,238,SEKER
44495,793,296,191,1.55,0.76,45063,238,SEKER
44515,809,275,207,1.33,0.66,45305,238,SEKER
44515,758,266,214,1.24,0.59,44780,238,SEKER
44517,757,262,217,1.21,0.56,44812,238,SEKER
44524,758,259,219,1.18,0.53,44860,238,SEKER
44538,761,265,214,1.24,0.59,44899,238,SEKER
44542,789,286,199,1.43,0.72,45086,238,SEKER
44543,765,270,211,1.28,0.63,44928,238,SEKER
44554,772,258,221,1.17,0.52,45003,238,SEKER
44556,773,270,210,1.29,0.63,44972,238,SEKER
44564,762,268,213,1.26,0.61,44905,238,SEKER
44565,834,272,210,1.3,0.64,45809,238,SEKER
44581,814,257,221,1.16,0.51,45046,238,SEKER
44593,779,295,193,1.53,0.76,44946,238,SEKER
44598,783,264,216,1.22,0.57,45129,238,SEKER
44634,774,267,214,1.25,0.6,45116,238,SEKER
44652,780,292,195,1.5,0.74,45012,238,SEKER
44665,763,256,222,1.16,0.5,45067,238,SEKER
44699,767,264,215,1.23,0.58,45085,239,SEKER
44704,771,284,201,1.41,0.71,45040,239,SEKER
44706,774,267,214,1.25,0.6,45128,239,SEKER
44716,766,261,219,1.19,0.54,45132,239,SEKER
44722,777,264,216,1.22,0.58,45158,239,SEKER
44724,765,267,214,1.25,0.6,45054,239,SEKER
44724,772,259,220,1.18,0.53,45134,239,SEKER
44737,765,265,215,1.23,0.58,45101,239,SEKER
44749,769,267,214,1.25,0.6,45131,239,SEKER
44756,827,267,214,1.24,0.59,45565,239,SEKER
44782,765,273,209,1.3,0.64,45136,239,SEKER
44808,772,262,218,1.2,0.56,45203,239,SEKER
44826,784,266,215,1.24,0.59,45376,239,SEKER
44829,767,270,211,1.28,0.62,45200,239,SEKER
44830,827,272,210,1.3,0.64,45467,239,SEKER
44868,899,272,211,1.29,0.63,45687,239,SEKER
44901,760,256,224,1.15,0.49,45226,239,SEKER
44903,773,277,207,1.34,0.67,45351,239,SEKER
44906,767,264,217,1.21,0.57,45287,239,SEKER
44911,771,262,219,1.2,0.55,45359,239,SEKER
44928,766,270,212,1.27,0.62,45295,239,SEKER
44937,775,275,209,1.32,0.65,45290,239,SEKER
44945,772,273,211,1.29,0.63,45285,239,SEKER
44957,778,278,206,1.35,0.67,45371,239,SEKER
44987,765,264,217,1.21,0.57,45335,239,SEKER
45003,769,271,212,1.28,0.62,45353,239,SEKER
45009,769,278,206,1.35,0.67,45398,239,SEKER
45010,798,290,198,1.46,0.73,45724,239,SEKER
45014,773,270,212,1.27,0.62,45454,239,SEKER
45037,782,256,225,1.14,0.48,45554,239,SEKER
45066,769,268,214,1.25,0.6,45424,240,SEKER
45073,782,270,213,1.27,0.62,45552,240,SEKER
45084,764,261,220,1.19,0.54,45425,240,SEKER
45085,774,265,217,1.22,0.57,45537,240,SEKER
45116,767,259,222,1.17,0.51,45484,240,SEKER
45125,894,274,211,1.3,0.64,46673,240,SEKER
45137,775,273,211,1.29,0.64,45520,240,SEKER
45142,787,267,216,1.23,0.59,45731,240,SEKER
45154,774,274,210,1.3,0.64,45500,240,SEKER
45169,767,266,217,1.22,0.58,45532,240,SEKER
45174,769,275,209,1.31,0.65,45529,240,SEKER
45195,766,271,213,1.27,0.62,45511,240,SEKER
45217,773,278,207,1.34,0.67,45541,240,SEKER
45218,789,269,214,1.26,0.61,45684,240,SEKER
45244,774,278,207,1.34,0.67,45600,240,SEKER
45252,787,270,215,1.26,0.6,45733,240,SEKER
45278,772,276,209,1.32,0.65,45666,240,SEKER
45328,796,295,196,1.51,0.75,45823,240,SEKER
45339,766,263,220,1.2,0.55,45690,240,SEKER
45347,834,265,220,1.2,0.56,46554,240,SEKER
45357,777,273,212,1.29,0.63,45741,240,SEKER
45363,779,287,202,1.42,0.71,45774,240,SEKER
45375,787,268,216,1.24,0.59,46073,240,SEKER
45381,768,267,216,1.23,0.59,45728,240,SEKER
45422,779,266,218,1.22,0.57,45912,240,SEKER
45428,769,265,218,1.22,0.57,45811,241,SEKER
45443,778,268,216,1.24,0.59,45872,241,SEKER
45454,814,263,220,1.19,0.55,46295,241,SEKER
45454,778,278,208,1.33,0.66,45868,241,SEKER
45460,783,267,218,1.23,0.58,45965,241,SEKER
45475,774,270,214,1.26,0.61,45854,241,SEKER
45477,773,271,214,1.26,0.61,45827,241,SEKER
45479,772,266,218,1.22,0.57,45886,241,SEKER
45510,778,285,204,1.4,0.7,45877,241,SEKER
45512,785,265,219,1.21,0.57,46089,241,SEKER
45514,771,262,222,1.18,0.53,45919,241,SEKER
45530,770,267,217,1.23,0.58,45833,241,SEKER
45545,786,274,212,1.29,0.63,46060,241,SEKER
45598,775,261,223,1.17,0.52,45973,241,SEKER
45601,787,285,204,1.4,0.7,46050,241,SEKER
45604,775,276,211,1.31,0.64,46000,241,SEKER
45606,791,284,205,1.38,0.69,46088,241,SEKER
45623,771,270,215,1.26,0.61,46014,241,SEKER
45626,790,266,219,1.21,0.57,46200,241,SEKER
45628,778,265,219,1.21,0.56,46097,241,SEKER
45646,772,275,212,1.3,0.64,45953,241,SEKER
45650,772,261,223,1.17,0.52,46028,241,SEKER
45653,778,267,218,1.22,0.58,46020,241,SEKER
45654,779,268,217,1.23,0.59,46140,241,SEKER
45656,772,272,214,1.27,0.62,45988,241,SEKER
45670,789,295,198,1.49,0.74,46048,241,SEKER
45678,774,269,216,1.25,0.6,46084,241,SEKER
45692,774,267,218,1.23,0.58,46025,241,SEKER
45719,775,262,223,1.18,0.53,46106,241,SEKER
45725,779,276,211,1.31,0.65,46072,241,SEKER
45726,811,270,217,1.25,0.6,46322,241,SEKER
45735,776,267,218,1.22,0.58,46119,241,SEKER
45738,786,290,201,1.44,0.72,46160,241,SEKER
45739,778,281,207,1.36,0.68,46085,241,SEKER
45753,906,275,212,1.3,0.64,46399,241,SEKER
45754,771,263,222,1.18,0.53,46104,241,SEKER
45794,777,280,209,1.34,0.67,46143,241,SEKER
